"Date","Open","High","Low","Last","Volume","Turnover"
"2016-07-06",4.806,4.834,4.7,4.763,2459525.0,11721619.081
"2016-07-05",4.959,4.964,4.784,4.813,1771493.0,8564400.683
"2016-07-04",5.091,5.093,4.972,4.972,993959.0,4977733.289
"2016-07-01",5.122,5.14,5.016,5.098,2208940.0,11208464.141
"2016-06-30",5.01,5.105,5.002,5.087,3390633.0,17179806.018
"2016-06-29",4.891,5.004,4.84,5.004,2320985.0,11522614.273
"2016-06-28",4.66,4.89,4.646,4.85,3918025.0,18776875.891
"2016-06-27",4.55,4.87,4.545,4.595,5921034.0,27508722.468
"2016-06-24",4.771,4.8,4.165,4.61,34780421.0,156432984.47
"2016-06-23",4.967,5.064,4.943,5.053,1878476.0,9447198.143
"2016-06-22",4.976,4.983,4.915,4.925,1693342.0,8372931.658
"2016-06-21",4.939,4.972,4.888,4.95,1361781.0,6730297.322
"2016-06-20",4.95,4.99,4.916,4.94,2749456.0,13586199.843
"2016-06-17",4.904,4.929,4.807,4.845,4527573.0,22052278.961
"2016-06-16",4.976,5.125,4.976,5.115,3722061.0,18915964.141
"2016-06-15",4.962,5.052,4.925,5.032,2885456.0,14405985.392
"2016-06-14",5.0,5.081,4.89,4.959,3040553.0,15148062.6171
"2016-06-13",4.954,5.118,4.884,5.055,2631996.0,13168968.695
"2016-06-10",5.051,5.083,4.938,4.976,3273379.0,16381817.562
"2016-06-09",5.042,5.063,4.963,5.028,1459716.0,7340877.409
"2016-06-08",5.045,5.07,5.0,5.031,1809355.0,9108933.775
"2016-06-07",5.038,5.095,5.03,5.05,1362511.0,6890812.475
"2016-06-06",5.035,5.066,5.002,5.014,1019606.0,5122409.374
"2016-06-03",5.081,5.13,5.002,5.04,1394997.0,7049914.839
"2016-06-02",5.069,5.083,5.011,5.073,1529800.0,7734912.531
"2016-06-01",5.149,5.17,5.07,5.083,2142047.0,10917064.362
"2016-05-31",5.146,5.15,5.066,5.128,1997887.0,10213353.13
"2016-05-30",5.067,5.14,5.059,5.13,881371.0,4508226.468
"2016-05-27",5.023,5.069,4.993,5.059,1697613.0,8551719.222
"2016-05-26",5.01,5.043,4.956,5.025,2484801.0,12469579.675
"2016-05-25",4.859,5.048,4.825,5.048,2479914.0,12332851.351
"2016-05-24",4.65,4.86,4.628,4.86,3176538.0,15162320.16
"2016-05-23",4.675,4.705,4.636,4.692,1766965.0,8263980.794
"2016-05-20",4.65,4.674,4.56,4.674,3824150.0,17714268.098
"2016-05-19",4.665,4.669,4.596,4.612,1895485.0,8748225.085
"2016-05-18",4.531,4.684,4.53,4.683,1940218.0,8987302.079
"2016-05-17",4.605,4.619,4.523,4.553,2437056.0,11108272.847
"2016-05-16",4.601,4.63,4.544,4.602,1224814.0,5621413.716
"2016-05-13",4.664,4.717,4.593,4.642,1815448.0,8433187.757
"2016-05-12",4.646,4.646,4.551,4.561,2187680.0,10036502.504
"2016-05-11",4.701,4.715,4.564,4.65,2677637.0,12441352.438
"2016-05-10",4.997,5.031,4.639,4.666,3958273.0,18975641.075
"2016-05-09",4.988,5.044,4.96,5.029,2230860.0,11192064.681
"2016-05-06",5.015,5.025,4.926,4.948,1739070.0,8630885.033
"2016-05-05",5.04,5.047,4.985,4.992,2094904.0,10489041.933
"2016-05-04",5.078,5.12,5.021,5.041,1945655.0,9849361.616
"2016-05-03",5.183,5.184,5.095,5.11,1840842.0,9428629.685
"2016-05-02",5.173,5.209,5.107,5.194,1560453.0,8059980.894
"2016-04-29",5.252,5.257,5.131,5.131,2394015.0,12383148.384
"2016-04-28",5.279,5.295,5.181,5.29,1805288.0,9505121.312
"2016-04-27",5.263,5.281,5.14,5.281,2207602.0,11565009.629
"2016-04-26",5.285,5.335,5.242,5.25,2267680.0,11952883.656
"2016-04-25",5.402,5.412,5.226,5.258,1707070.0,9026819.428
"2016-04-22",5.378,5.4,5.288,5.397,1856512.0,9957481.113
"2016-04-21",5.395,5.423,5.29,5.365,1640773.0,8799562.853
"2016-04-20",5.523,5.524,5.361,5.455,1717366.0,9332737.941
"2016-04-19",5.434,5.571,5.434,5.557,1604113.0,8873795.839
"2016-04-18",5.381,5.467,5.377,5.442,1574985.0,8558961.628
"2016-04-15",5.497,5.505,5.406,5.462,3819248.0,20786990.557
"2016-04-14",5.403,5.521,5.363,5.519,3193611.0,17510684.711
"2016-04-13",5.232,5.395,5.217,5.395,1938469.0,10333699.041
"2016-04-12",5.191,5.191,5.092,5.159,1713028.0,8795699.51
"2016-04-11",5.277,5.338,5.195,5.202,1668599.0,8735775.541
"2016-04-08",5.134,5.324,5.134,5.301,2383194.0,12541131.392
"2016-04-07",5.164,5.187,5.064,5.081,1608220.0,8208738.554
"2016-04-06",5.1,5.176,5.077,5.148,1792663.0,9204282.415
"2016-04-05",5.067,5.164,5.063,5.067,2614655.0,13329164.7
"2016-04-04",5.115,5.169,5.05,5.116,1876479.0,9592167.699
"2016-04-01",5.155,5.17,5.063,5.112,3643101.0,18608244.007
"2016-03-31",5.31,5.312,5.201,5.201,2102311.0,11018452.686
"2016-03-30",5.251,5.377,5.247,5.319,1662128.0,8855172.505
"2016-03-29",5.205,5.286,5.183,5.237,1412859.0,7379571.932
"2016-03-24",5.301,5.317,5.134,5.134,1581583.0,8196126.361
"2016-03-23",5.448,5.485,5.282,5.335,2414830.0,12934769.67
"2016-03-22",5.376,5.444,5.331,5.439,1788106.0,9655507.05
"2016-03-21",5.419,5.5,5.374,5.394,4320768.0,23469327.32
"2016-03-18",5.413,5.48,5.379,5.41,62556967.0,338485265.41
"2016-03-17",5.51,5.518,5.343,5.421,2921125.0,15781714.38
"2016-03-16",5.473,5.482,5.361,5.468,2797856.0,15226705.28
"2016-03-15",5.457,5.481,5.405,5.481,2394892.0,13048430.5
"2016-03-14",5.439,5.515,5.42,5.473,1883989.0,10302206.91
"2016-03-11",5.395,5.46,5.36,5.41,1650479.0,8930854.65
"2016-03-10",5.408,5.497,5.31,5.332,1940569.0,10473644.39
"2016-03-09",5.405,5.426,5.303,5.391,1364448.0,7328589.23
"2016-03-08",5.551,5.553,5.37,5.422,1938495.0,10519909.27
"2016-03-07",5.6,5.628,5.568,5.606,1320148.0,7383196.02
"2016-03-04",5.561,5.65,5.543,5.607,1224766.0,6859546.22
"2016-03-03",5.672,5.686,5.523,5.535,1142772.0,6390101.8
"2016-03-02",5.677,5.727,5.641,5.667,1037211.0,5888248.49
"2016-03-01",5.6,5.69,5.584,5.65,1211607.0,6840305.55
"2016-02-29",5.547,5.62,5.451,5.588,1761309.0,9801947.86
"2016-02-26",5.683,5.697,5.551,5.584,704524.0,3959416.72
"2016-02-25",5.542,5.63,5.47,5.63,827288.0,4612742.33
"2016-02-24",5.563,5.585,5.413,5.504,1533194.0,8411158.65
"2016-02-23",5.637,5.642,5.54,5.54,1144941.0,6389186.39
"2016-02-22",5.518,5.639,5.513,5.639,1464448.0,8183134.85
"2016-02-19",5.572,5.583,5.38,5.41,1827677.0,9965648.69
"2016-02-18",5.548,5.624,5.495,5.576,942738.0,5254859.21
"2016-02-17",5.337,5.507,5.337,5.497,1477843.0,8071348.06
"2016-02-16",5.275,5.342,5.263,5.316,1061565.0,5632496.92
"2016-02-15",5.321,5.352,5.248,5.248,1412966.0,7469449.06
"2016-02-12",5.172,5.258,5.09,5.21,1281331.0,6662888.96
"2016-02-11",5.41,5.46,5.061,5.175,2332949.0,12179833.34
"2016-02-10",5.299,5.439,5.241,5.286,1707355.0,9093838.81
"2016-02-09",5.223,5.37,5.176,5.23,1558636.0,8198011.02
"2016-02-08",5.429,5.43,5.201,5.232,2166341.0,11434120.34
"2016-02-05",5.636,5.639,5.43,5.461,1451888.0,8019719.79
"2016-02-04",5.8,5.821,5.587,5.657,1484105.0,8435616.63
"2016-02-03",5.778,5.877,5.715,5.741,1602700.0,9266758.73
"2016-02-02",5.874,5.883,5.764,5.776,2528709.0,14686206.88
"2016-02-01",6.5,6.5,5.79,5.859,5261230.0,31099941.4
"2016-01-29",6.557,6.6,6.461,6.6,1092420.0,7151224.87
"2016-01-28",6.672,6.74,6.442,6.461,1435766.0,9421649.83
"2016-01-27",6.699,6.761,6.546,6.681,1383839.0,9187472.79
"2016-01-26",6.563,6.727,6.521,6.717,1240199.0,8249653.14
"2016-01-25",6.735,6.764,6.591,6.636,840265.0,5591830.61
"2016-01-22",6.636,6.729,6.61,6.693,1674415.0,11185834.76
"2016-01-21",6.509,6.563,6.388,6.548,2616407.0,16938421.69
"2016-01-20",6.525,6.571,6.351,6.503,2512154.0,16234955.81
"2016-01-19",6.62,6.693,6.576,6.612,1946519.0,12925077.96
"2016-01-18",6.59,6.682,6.457,6.501,1614948.0,10531060.86
"2016-01-15",6.753,6.82,6.568,6.603,2470468.0,16503005.73
"2016-01-14",6.796,6.8,6.64,6.774,2877891.0,19338130.45
"2016-01-13",6.949,6.987,6.854,6.86,2071376.0,14325945.34
"2016-01-12",6.89,6.949,6.754,6.866,2727079.0,18777530.14
"2016-01-11",6.801,6.963,6.772,6.813,1763094.0,12100670.46
"2016-01-08",6.68,6.869,6.644,6.764,1978852.0,13436252.03
"2016-01-07",6.5,6.659,6.429,6.62,1567486.0,10258136.52
"2016-01-06",6.252,6.8,6.252,6.8,702042.0,4673087.65
"2016-01-05",6.7,6.7,6.6,6.65,58727.0,390519.94
"2016-01-04",6.47,6.66,6.42,6.65,62190.0,409295.06
"2015-12-31",6.45,6.67,6.45,6.59,16358.0,107232.7
"2015-12-30",6.64,6.64,6.6,6.6,2170.0,14370.55
"2015-12-29",6.58,6.65,6.54,6.65,5755.0,37921.28
"2015-12-28",6.58,6.59,6.48,6.48,24174.0,158114.41
"2015-12-24",6.6,6.67,6.6,6.63,1081.0,7171.76
"2015-12-23",6.63,6.64,6.56,6.62,7704.0,50904.85
"2015-12-22",6.57,6.68,6.49,6.68,15231.0,99396.68
"2015-12-21",6.39,6.69,6.38,6.55,9308.0,60291.37
"2015-12-18",6.38,6.43,6.31,6.31,41969.0,267905.94
"2015-12-17",6.58,6.58,6.49,6.49,19065.0,124083.4
"2015-12-16",6.37,6.53,6.37,6.48,6888.0,44203.06
"2015-12-15",6.3,6.41,6.3,6.41,1102.0,6981.28
"2015-12-14",6.42,6.46,6.31,6.32,4915.0,31292.0
"2015-12-11",6.65,6.65,6.29,6.4,8952.0,56909.16
"2015-12-10",6.55,6.59,6.44,6.5,30705.0,199827.31
"2015-12-09",6.71,6.95,6.53,6.55,30717.0,202020.46
"2015-12-08",6.78,6.78,6.68,6.75,5190.0,34878.8
"2015-12-07",7.04,7.04,6.8,6.86,7486.0,51407.78
"2015-12-04",6.98,6.98,6.78,6.85,18111.0,123573.15
"2015-12-03",7.05,7.1,6.9,6.98,19608.0,137822.03
"2015-12-02",6.97,7.15,6.97,7.07,15408.0,108479.41
"2015-12-01",6.93,7.1,6.93,7.0,26844.0,187581.22
"2015-11-30",6.9,6.9,6.8,6.82,4180.0,28524.6
"2015-11-27",6.92,6.92,6.9,6.9,1132.0,7828.04
"2015-11-26",6.84,6.94,6.84,6.93,3200.0,22152.5
"2015-11-25",6.84,6.97,6.81,6.97,15197.0,104622.36
"2015-11-24",6.93,6.93,6.78,6.78,1492.0,10211.3
"2015-11-23",6.94,6.95,6.87,6.93,8521.0,58847.32
"2015-11-20",6.8,6.93,6.8,6.93,12830.0,87620.4
"2015-11-19",6.84,6.84,6.75,6.75,2306.0,15705.88
